Authors,Title,Year,Source title,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Conference name,Document Type
,"2023 4th International Conference for Emerging Technology, INCET 2023",2023,"2023 4th International Conference for Emerging Technology, INCET 2023",0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175114322&partnerID=40&md5=b576a5f46c865e3f0a1df71545e20388,The proceedings contain 411 papers. The topics discussed include: artificial intelligence energy efficiency in low power applications; deep CNN: classification of known classes and unknown classes based on Softmax prediction probabilities; an efficient decision support system for stock market prediction using technical indicators as features by machine learning approaches; synopsis creation for research paper using text summarization models; smart intelligent system that can code like a human being; network intrusion detection system using reinforcement learning; simulation and analysis of a mems based micromirror system for deployment in optical beam steering systems used in experimental quantum computing; automated breast density assessment using image processing techniques; language agnostic program conformance analysis; power saving in multi-hop device to device communication; securing data storage in cloud after migration using immutable data dispersion; mental health analysis using deep learning of social media data gathered using chrome extension; indoor violence detection using lightweight transformer model; indexing and segmentation of video contents: a review; and diabetes prediction using logistic regression and rule extraction from decision tree and random forest classifiers.,,,"4th International Conference for Emerging Technology, INCET 2023",Conference review
Raubitzek S.; Mallinger K.,On the Applicability of Quantum Machine Learning,2023,Entropy,0,10.3390/e25070992,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175113235&doi=10.3390%2fe25070992&partnerID=40&md5=ce5d98fd959ebd9fd43f3073002750a9,"In this article, we investigate the applicability of quantum machine learning for classification tasks using two quantum classifiers from the Qiskit Python environment: the variational quantum circuit and the quantum kernel estimator (QKE). We provide a first evaluation on the performance of these classifiers when using a hyperparameter search on six widely known and publicly available benchmark datasets and analyze how their performance varies with the number of samples on two artificially generated test classification datasets. As quantum machine learning is based on unitary transformations, this paper explores data structures and application fields that could be particularly suitable for quantum advantages. Hereby, this paper introduces a novel dataset based on concepts from quantum mechanics using the exponential map of a Lie algebra. This dataset will be made publicly available and contributes a novel contribution to the empirical evaluation of quantum supremacy. We further compared the performance of VQC and QKE on six widely applicable datasets to contextualize our results. Our results demonstrate that the VQC and QKE perform better than basic machine learning algorithms, such as advanced linear regression models (Ridge and Lasso). They do not match the accuracy and runtime performance of sophisticated modern boosting classifiers such as XGBoost, LightGBM, or CatBoost. Therefore, we conclude that while quantum machine learning algorithms have the potential to surpass classical machine learning methods in the future, especially when physical quantum infrastructure becomes widely available, they currently lag behind classical approaches. Our investigations also show that classical machine learning approaches have superior performance classifying datasets based on group structures, compared to quantum approaches that particularly use unitary processes. Furthermore, our findings highlight the significant impact of different quantum simulators, feature maps, and quantum circuits on the performance of the employed quantum estimators. This observation emphasizes the need for researchers to provide detailed explanations of their hyperparameter choices for quantum machine learning algorithms, as this aspect is currently overlooked in many studies within the field. To facilitate further research in this area and ensure the transparency of our study, we have made the complete code available in a linked GitHub repository. © 2023 by the authors.",boost classifiers; CatBoost; classification; Lasso; LightGBM; neural networks; Qiskit; quantum computing; quantum kernel estimator; quantum machine learning; Ridge; variational quantum circuit; XGBoost,,,Article
Wozniakowski A.; Thompson J.; Gu M.; Binder F.C.,A new formulation of gradient boosting,2021,Machine Learning: Science and Technology,0,10.1088/2632-2153/ac1ee9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116744784&doi=10.1088%2f2632-2153%2fac1ee9&partnerID=40&md5=023b5cc96236dae4b94a4cdc6b9b65e9,"In the setting of regression, the standard formulation of gradient boosting generates a sequence of improvements to a constant model. In this paper, we reformulate gradient boosting such that it is able to generate a sequence of improvements to a nonconstant model, which may contain prior knowledge or physical insight about the data generating process. Moreover, we introduce a simple variant of multi-target stacking that extends our approach to the setting of multi-target regression. An experiment on a real-world superconducting quantum device calibration dataset demonstrates that our approach outperforms the state-of-the-art calibration model even though it only receives a paucity of training examples. Further, it significantly outperforms a well-known gradient boosting algorithm, known as LightGBM, as well as an entirely data-driven reimplementation of the calibration model, which suggests the viability of our approach. © 2021 The Author(s). Published by IOP Publishing Ltd",Boosting; Ensemble learning; Multi-target regression; Prior knowledge; Quantum computing; Stacking,Quantum theory; Regression analysis; Boosting; Calibration model; Ensemble learning; Gradient boosting; Multi-target regression; Multi-targets; Prior-knowledge; Quantum Computing; Stackings; Target regression; Quantum computers,,Article
Date P.; Potok T.,Adiabatic quantum linear regression,2021,Scientific Reports,16,10.1038/s41598-021-01445-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118610148&doi=10.1038%2fs41598-021-01445-6&partnerID=40&md5=2a876b6e18760b36344ee16e9282d19f,"A major challenge in machine learning is the computational expense of training these models. Model training can be viewed as a form of optimization used to fit a machine learning model to a set of data, which can take up significant amount of time on classical computers. Adiabatic quantum computers have been shown to excel at solving optimization problems, and therefore, we believe, present a promising alternative to improve machine learning training times. In this paper, we present an adiabatic quantum computing approach for training a linear regression model. In order to do this, we formulate the regression problem as a quadratic unconstrained binary optimization (QUBO) problem. We analyze our quantum approach theoretically, test it on the D-Wave adiabatic quantum computer and compare its performance to a classical approach that uses the Scikit-learn library in Python. Our analysis shows that the quantum approach attains up to 2.8 × speedup over the classical approach on larger datasets, and performs at par with the classical approach on the regression error metric. The quantum approach used the D-Wave 2000Q adiabatic quantum computer, whereas the classical approach used a desktop workstation with an 8-core Intel i9 processor. As such, the results obtained in this work must be interpreted within the context of the specific hardware and software implementations of these machines. © 2021, The Author(s).",,adiabaticity; article; human; linear regression analysis; software; theoretical study,,Article
Hu R.; Tang Z.; Yang R.,QE-DAL: A quantum image feature extraction with dense distribution-aware learning framework for object counting and localization,2023,Applied Soft Computing,0,10.1016/j.asoc.2023.110149,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150792757&doi=10.1016%2fj.asoc.2023.110149&partnerID=40&md5=245057c845fa8438063c58d50e33fcec,"Object counting and localization (OCL) was an essential problem in intelligent transportation fields. The convolutional neural network (CNN)-based models transformed the OCL problems into a regression task. However, the abundant semantic information of the crowd scenes may lead the CNN framework hard to extract adequate features in order to ensure good precision In this work, a Quantum Image Feature Extraction with Dense Distribution-Aware Learning (QE-DAL) framework was proposed to handle this problem. The crowd features were extracted by Quantum layers, which were extracted by encoding, quantum circuits and decode procedures based on the multi-scale architecture. For handling objects, the refined distance compensating operator was adopted to fuse the multi-scale architecture. To relieve the computation burden, a Gaussian distribution estimation mechanism was proposed to initiate and update the bounding sizes of the objects via a point-supervised manner. Finally, the joint loss function, which describes pixel classes, density maps and offset bounding boxes, was built for QE-DAL. The ablation experiment results demonstrated that the effectiveness of the quantum feature extraction architecture and the Gaussian distribution estimation mechanism of QE-DAL was validated to show superior performance than the other state-of-the-art framework. Moreover, the generalization of the QE-DAL was evidenced by the Cross-scene learning evaluation. © 2023 Elsevier B.V.",Distribution aware learning; Object counting and localization; Quantum computing; Refined distance compensating,Convolutional neural networks; Extraction; Gaussian distribution; Image processing; Network architecture; Quantum computers; Quantum theory; Semantics; Convolutional neural network; Distribution aware learning; Distribution estimation; Image feature extractions; Multi-scales; Object counting; Object localization; Quantum Computing; Quantum images; Refined distance compensating; Feature extraction,,Article
Watabe M.; Shiba K.; Chen C.-C.; Sogabe M.; Sakamoto K.; Sogabe T.,Quantum circuit learning with error backpropagation algorithm and experimental implementation,2021,Quantum Reports,5,10.3390/quantum3020021,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108547023&doi=10.3390%2fquantum3020021&partnerID=40&md5=c8bc6aadea4763f0fe33c2d46a6b0e3e,"Quantum computing has the potential to outperform classical computers and is expected to play an active role in various fields. In quantum machine learning, a quantum computer has been found useful for enhanced feature representation and high-dimensional state or function approximation. Quantum–classical hybrid algorithms have been proposed in recent years for this purpose under the noisy intermediate-scale quantum computer (NISQ) environment. Under this scheme, the role played by the classical computer is the parameter tuning, parameter optimization, and parameter update for the quantum circuit. In this paper, we propose a gradient descent-based backpropagation algorithm that can efficiently calculate the gradient in parameter optimization and update the parameter for quantum circuit learning, which outperforms the current parameter search algorithms in terms of computing speed while presenting the same or even higher test accuracy. Meanwhile, the proposed theoretical scheme was successfully implemented on the 20-qubit quantum computer of IBM Q, ibmq_johannesburg. The experimental results reveal that the gate error, especially the CNOT gate error, strongly affects the derived gradient accuracy. The regression accuracy performed on the IBM Q becomes lower with the increase in the number of measurement shot times due to the accumulated gate noise error. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.",Backpropagation; IBM Q; Machine learning; Quantum computing,,,Article
Kjamilji A.; Güney O.B.,Highly efficient secure linear algebra for private machine learning classifications over malicious clients in the post-quantum world,2023,Journal of King Saud University - Computer and Information Sciences,0,10.1016/j.jksuci.2023.101718,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171990574&doi=10.1016%2fj.jksuci.2023.101718&partnerID=40&md5=8522378368a9b39bd792291b78f5c923,"Over the last decade there has a been widespread usage of Machine Learning (ML) classifiers in cases such accurate disease diagnosis at clinics, credit card fraud detection in banks, cyber-attacks prevention of computer systems in different industries, etc. However, privacy and security concerns and law regulations have been an obstacle to the usage of ML classifiers. To this end, this paper addresses the scenario where a server has a private trained ML model, and one or more clients have private queries that they wish to classify using the server's model. During the process, the server learns nothing, while the clients learn only their final classifications and nothing else. Several ML classification algorithms, such as Deep Neural Networks, Support Vector Machines, Logistic Regression, different flavors of Naïve Bayes, etc., can be expressed in terms of linear algebra operations. To this end, initially, as building blocks, several novel secure linear algebra operations are proposed. On top of them novel secure ML classification algorithms are proposed for the aforementioned classifiers under strict security, privacy and efficiency constraints and their security is proven under the semi-honest model. Since the used underlying cryptographic primitives are shown to be resilient to quantum computer attacks, the proposed algorithms are also suitable for the post-quantum world. Furthermore, the proposed algorithms are non-interactive and, based on where the bulk of the operations are done, they have the flexibility to be server or client centric. Theoretical analysis and extensive experimental evaluations over benchmark datasets show that the proposed secure linear algebra operations, hence the secure ML algorithms build on top of them, outperform the state-of-the-art schemes in terms of computation and communication costs as well as on security and privacy characteristics. Moreover, and to the best of the authors’ knowledge, for the first time in literature the security of the proposed algorithms is proven when dealing with multiple malicious clients during classifications. © 2023 The Author(s)",Machine learning classification; Malicious clients; Novel secure linear algebra; Post-quantum cryptography; Privacy preserving algorithms,,,Article
Lötstedt E.; Wang L.; Yoshida R.; Zhang Y.; Yamanouchi K.,Error-mitigated quantum computing of Heisenberg spin chain dynamics,2023,Physica Scripta,1,10.1088/1402-4896/acbcac,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149041069&doi=10.1088%2f1402-4896%2facbcac&partnerID=40&md5=f848b194023a0d4df02eab909e62b29d,"We simulate the time-dependent dynamics of a three-site spin chain described by the Heisenberg XXX Hamiltonian. The quantum circuit representing the time-dependent wave function is constructed using the Suzuki-Trotter approximation, and is executed on the quantum computer ibm_kawasaki. At each time step, the density matrix of the three-qubit state is reconstructed by state tomography. By applying four different mitigation methods, Clifford data regression, Pauli twirling, density matrix purification, and density matrix orthogonalization, we demonstrate that accurate time-dependent populations and density matrices can be calculated on noisy superconducting-qubit type quantum computers. © 2023 IOP Publishing Ltd.",error mitigation; Heisenberg spin chain; quantum computing; time-dependent simulation,Matrix algebra; Quantum optics; Qubits; Spin dynamics; Wave functions; Chain dynamics; Density matrix; Error mitigation; Heisenberg; Heisenberg spin chains; Quanta computers; Quantum Computing; Spin chains; Time dependent simulation; Time-dependent dynamics; Population statistics,,Article
Mehta V.; Katare D.P.; Meetei P.A.; Mani R.J.,Intellection of biological life in current era,2022,Artificial Intelligence and Computational Dynamics for Biomedical Research,0,10.1515/9783110762044-004,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141623159&doi=10.1515%2f9783110762044-004&partnerID=40&md5=cdcb95d68b9c10e535fe59a174728f81,"In the coming decades, the world will undergo a transformation. Hence, that period of time will be an era of advancing technologies such as big data analytics, bioinformatics analysis, artificial intelligence, robotics, quantum computing, deep learning, genetic algorithm, support vector machine, discriminant analysis, naive Bayes, nearest neighbors, neural networks, linear regression, hierarchical regression, ensembles, decision trees, neural network algorithm, artificial neural network, K-means clustering, Gaussian mixture, Python, machine learning, JAVA, hidden Markov and genetic programming. This chapter focuses on the rapidly evolving technologies that connect artificial intelligence in biology with bioinformatics and its techniques. Researchers faced a significant hurdle in describing the new topic ""Bioinformatics"" in a systematic scientific manner while also drawing attention to its applications and services. This chapter examines evaluation, experimentation, predictive research, trial evaluation and biological science demonstration. Robotics with a wide range of tools, machines and computer science is used as technology to do complex tasks with human ability, which answers queries such as ""What is the evolutionary distance between two species?""; ""What does replicative origin's hidden message mean?""; ""What is the cause and pattern of mutation?""; ""In a certain gene, how and where does replication begin?""; ""Which of the cells is still attempting to replicate?""; ""What vaccine is the best to get in order to prepare for virus mutation?""; ""Where did my forefathers and mothers come from?"" This chapter also describes the role of technology in the study of life and drug development, as well as whether bioinformatics is comparable to artificial intelligence in biology. © 2023 Walter de Gruyter GmbH, Berlin/Boston.",Bioinformatics; Computational biology; Machine learning; Simulation software company,,,Book chapter
Dollen D.V.; Neukart F.; Weimer D.; Bäck T.,Predicting vehicle prices via quantum-assisted feature selection,2023,International Journal of Information Technology (Singapore),3,10.1007/s41870-023-01370-z,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85165237184&doi=10.1007%2fs41870-023-01370-z&partnerID=40&md5=7cebecda27233d47e0921efe18ca62d3,"Feature selection is a technique used to reduce complexity and improve performance in regards to generalization, fit, and accuracy of prediction for machine learning models. A central challenge in this selection process is that the search over the space of features to find the subset of k optimal features is a known NP-Hard problem. In this work, we study metrics for encoding the combinatorial search as a binary quadratic model, such as Generalized Mean Information Coefficient and Pearson Correlation Coefficient in application to the underlying regression problem of price prediction. We compare predictive model performance in regards to leveraging quantum-assisted vs. classical subroutines for the search, using minimum redundancy maximal relevancy as the heuristic for our approach. We cross validate predictive models on a real world problem of price prediction, and show a performance improvement of mean absolute error scores for our quantum-assisted method (1471.02 ± 135.6) vs. similar methodologies such as greedy selection (1707.2 ± 168) , recursive feature elimination (1678.3 ± 143.7) , and all features (1546.2 ± 154). Our findings show that by leveraging quantum assisted routines we find solutions which increase the quality of predictive model output while reducing the input dimensionality to the learning algorithm on synthetic and real-world data. © 2023, The Author(s).",Combinatorial optimization; Feature selection; Machine learning; Price prediction; Quantum annealing; Quantum computing; Quantum machine learning; Supervised learning,,,Article
Doriguello J.F.; Luongo A.; Bao J.; Rebentrost P.; Santha M.,Quantum Algorithm for Stochastic Optimal Stopping Problems with Applications in Finance,2022,"Leibniz International Proceedings in Informatics, LIPIcs",1,10.4230/LIPIcs.TQC.2022.2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134318686&doi=10.4230%2fLIPIcs.TQC.2022.2&partnerID=40&md5=9bef9ad98554a55fba535ed6f867fa2f,"The famous least squares Monte Carlo (LSM) algorithm combines linear least square regression with Monte Carlo simulation to approximately solve problems in stochastic optimal stopping theory. In this work, we propose a quantum LSM based on quantum access to a stochastic process, on quantum circuits for computing the optimal stopping times, and on quantum techniques for Monte Carlo. For this algorithm, we elucidate the intricate interplay of function approximation and quantum algorithms for Monte Carlo. Our algorithm achieves a nearly quadratic speedup in the runtime compared to the LSM algorithm under some mild assumptions. Specifically, our quantum algorithm can be applied to American option pricing and we analyze a case study for the common situation of Brownian motion and geometric Brownian motion processes. © João F. Doriguello, Alessandro Luongo, Jinge Bao, Patrick Rebentrost, and Miklos Santha; licensed under Creative Commons License CC-BY 4.0",American options; optimal stopping time; Quantum computation complexity; quantum finance; stochastic processes,Approximation algorithms; Brownian movement; Economics; Intelligent systems; Monte Carlo methods; Quantum theory; Stochastic systems; American options; Computation complexity; Least squares monte-carlo; Monte carlo algorithms; Optimal stopping problem; Optimal stopping time; Quantum algorithms; Quantum computation complexity; Quantum finances; Stochastics; Quantum computers,"17th Conference on the Theory of Quantum Computation, Communication and Cryptography, TQC 2022",Conference paper
Song C.-D.; Li J.; Hou Y.-Y.; Liu Q.-H.; Wang Z.,Quantum canonical correlation analysis algorithm,2023,Laser Physics Letters,0,10.1088/1612-202X/acee63,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85169588197&doi=10.1088%2f1612-202X%2facee63&partnerID=40&md5=a2e9aa928cc1eb28b0c5e7264b2d5c4e,"Canonical correlation analysis (CCA) is a fundamental technique used to analyze data correlation in various fields, including video and medical data analysis. In this paper, we propose a quantum canonical correlation analysis (QCCA) algorithm. First, we introduce a combined density matrix representation method that transforms CCA into generalized eigenvalue decomposition. Moreover, to address the challenge of performing generalized eigenvalue decomposition in high-dimensional scenarios, we propose a quantum method for extracting the canonical principal axes. In this method, two sets of variables are transformed into a reduced density matrix, so that the product of variable matrices can be accelerated by phase estimation and controlled rotation. Complexity analysis shows that the QCCA algorithm achieves exponential acceleration in variable dimensions n, p and variable size m compared to classical algorithms. The QCCA algorithm serves as a foundation for the subsequent development of quantum algorithms for classification, regression, and other machine learning tasks.  © 2023 Astro Ltd.",quantum algorithm; quantum canonical correlation analysis (QCCA); quantum machine learning,,,Article
Lourenço M.P.; Herrera L.B.; Hostaš J.; Calaminici P.; Köster A.M.; Tchagang A.; Salahub D.R.,QMLMaterial─A Quantum Machine Learning Software for Material Design and Discovery,2023,Journal of Chemical Theory and Computation,0,10.1021/acs.jctc.3c00566,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85170717497&doi=10.1021%2facs.jctc.3c00566&partnerID=40&md5=0f0c540fa9f939674e8cf2220ecc0b3b,"Structural elucidation of chemical compounds is challenging experimentally, and theoretical chemistry methods have added important insight into molecules, nanoparticles, alloys, and materials geometries and properties. However, finding the optimum structures is a bottleneck due to the huge search space, and global search algorithms have been used successfully for this purpose. In this work, we present the quantum machine learning software/agent for materials design and discovery (QMLMaterial), intended for automatic structural determination in silico for several chemical systems: atomic clusters, atomic clusters and the spin multiplicity together, doping in clusters or solids, vacancies in clusters or solids, adsorption of molecules or adsorbents on surfaces, and finally atomic clusters on solid surfaces/materials or encapsulated in porous materials. QMLMaterial is an artificial intelligence (AI) software based on the active learning method, which uses machine learning regression algorithms and their uncertainties for decision making on the next unexplored structures to be computed, increasing the probability of finding the global minimum with few calculations as more data is obtained. The software has different acquisition functions for decision making (e.g., expected improvement and lower confidence bound). Also, the Gaussian process is available in the AI framework for regression, where the uncertainty is obtained analytically from Bayesian statistics. For the artificial neural network and support vector regressor algorithms, the uncertainty can be obtained by K-fold cross-validation or nonparametric bootstrap resampling methods. The software is interfaced with several quantum chemistry codes and atomic descriptors, such as the many-body tensor representation. QMLMaterial’s capabilities are highlighted in the current work by its applications in the following systems: Na20, Mo6C3 (where the spin multiplicity was considered), H2O@CeNi3O5, Mg8@graphene, Na3Mg3@CNT (carbon nanotube). © 2023 American Chemical Society",,,,Article
Ghosh K.J.B.; Ghosh S.,Classical and quantum machine learning applications in spintronics,2023,Digital Discovery,1,10.1039/D2DD00094F,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159101402&doi=10.1039%2fD2DD00094F&partnerID=40&md5=ae639329435f5613c9467dd6bec60ff7,"In this article we demonstrate the applications of classical and quantum machine learning in quantum transport and spintronics. With the help of a two-terminal device with magnetic impurities we show how machine learning algorithms can predict the highly non-linear nature of conductance as well as the non-equilibrium spin response function for any random magnetic configuration. By mapping this quantum mechanical problem onto a classification problem, we are able to obtain much higher accuracy beyond the linear response regime compared to the prediction obtained with conventional regression methods. We finally describe the applicability of quantum machine learning which has the capability to handle a significantly large configuration space. Our approach is applicable for solid state devices as well as for molecular systems. These outcomes are crucial in predicting the behavior of large-scale systems where a quantum mechanical calculation is computationally challenging and therefore would play a crucial role in designing nanodevices. © 2023 The Author(s). Published by the Royal Society of Chemistry.",,,,Article
Wall M.L.; Titum P.; Quiroz G.; Foss-Feig M.; Hazzard K.R.A.,Tensor-network discriminator architecture for classification of quantum data on quantum computers,2022,Physical Review A,3,10.1103/PhysRevA.105.062439,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133377978&doi=10.1103%2fPhysRevA.105.062439&partnerID=40&md5=1b335c7df10851c76597b1be75145a6a,"We demonstrate the use of matrix product state (MPS) models for discriminating quantum data on quantum computers using holographic algorithms, focusing on the problem of classifying a translationally invariant quantum state based on L qubits of quantum data extracted from it. We detail a process in which data from single-shot experimental measurements are used to optimize an isometric tensor network, the isometric tensors are compiled into unitary quantum operations using greedy compilation heuristics, parameter optimization on the resulting quantum circuit model removes the postselection requirements of the isometric tensor model, and the resulting quantum model is inferenced on either product state (single-shot measurement) or entangled quantum data. We demonstrate our training and inference architecture on a synthetic dataset of six-site single-shot measurements from the bulk of a one-dimensional transverse field Ising model (TFIM) deep in its antiferromagnetic and paramagnetic phases. We find that increasing the bond dimension of the tensor-network model, amounting to adding more ancilla qubits to the circuit representation, improves both the average number of correct classifications across the dataset and the single-shot probability of correct classification. We experimentally evaluate models on Quantinuum's H1-2 trapped ion quantum computer using entangled input data modeled as translationally invariant, bond dimension 4 MPSs across the known quantum phase transition of the TFIM. Using linear regression on the experimental data near the transition point, we find predictions for the critical transverse field of h=0.962 and 0.994 for tensor-network discriminators of bond dimension χ=2 and χ=4, respectively. These predictions compare favorably with the known transition location of h=1 despite training on data far from the transition point. Our techniques identify families of short-depth variational quantum circuits in a data-driven and hardware-aware fashion and robust classical techniques to precondition the model parameters, and can be adapted beyond machine learning to myriad applications of tensor networks on quantum computers, such as quantum simulation and error correction. © 2022 American Physical Society.",,Classification (of information); Discriminators; Error correction; Ising model; Network architecture; Optimization; Quantum chemistry; Quantum entanglement; Quantum optics; Qubits; Trapped ions; Holographic algorithms; Matrix product state; Quanta computers; Quantum circuit; Quantum data; Single-shot; Single-shot measurements; State models; Transition point; Transverse-field Ising model; Tensors,,Article
Nguyen Q.C.; Ho L.B.; Nguyen Tran L.; Nguyen H.Q.,Qsun: An open-source platform towards practical quantum machine learning applications,2022,Machine Learning: Science and Technology,2,10.1088/2632-2153/ac5997,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128416649&doi=10.1088%2f2632-2153%2fac5997&partnerID=40&md5=b7c5f1e1b8450796c0b5626fc272f8b6,"Currently, quantum hardware is restrained by noises and qubit numbers. Thus, a quantum virtual machine (QVM) that simulates operations of a quantum computer on classical computers is a vital tool for developing and testing quantum algorithms before deploying them on real quantum computers. Various variational quantum algorithms (VQAs) have been proposed and tested on QVMs to surpass the limitations of quantum hardware. Our goal is to exploit further the VQAs towards practical applications of quantum machine learning (QML) using state-of-the-art quantum computers. In this paper, we first introduce a QVM named Qsun, whose operation is underlined by quantum state wavefunctions. The platform provides native tools supporting VQAs. Especially using the parameter-shift rule, we implement quantum differentiable programming essential for gradient-based optimization. We then report two tests representative of QML: quantum linear regression and quantum neural network.  © 2022 The Author(s). Published by IOP Publishing Ltd.",quantum differentiable programming; quantum linear regression; quantum machine learning; quantum neural network; quantum virtual machine,Computer hardware; E-learning; Open source software; Open systems; Quantum optics; Qubits; Machine learning applications; Open source platforms; Quanta computers; Quantum algorithms; Quantum differentiable programming; Quantum linear regression; Quantum machine learning; Quantum neural networks; Quantum virtual machine; State of the art; Machine learning,,Article
Huang H.-Y.; Bharti K.; Rebentrost P.,Near-term quantum algorithms for linear systems of equations with regression loss functions,2021,New Journal of Physics,27,10.1088/1367-2630/ac325f,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119697410&doi=10.1088%2f1367-2630%2fac325f&partnerID=40&md5=bfd4dd7a8328f1dfe7b68e3678137d21,"Solving linear systems of equations is essential for many problems in science and technology, including problems in machine learning. Existing quantum algorithms have demonstrated the potential for large speedups, but the required quantum resources are not immediately available on near-term quantum devices. In this work, we study near-term quantum algorithms for linear systems of equations, with a focus on the two-norm and Tikhonov regression settings. We investigate the use of variational algorithms and analyze their optimization landscapes. There exist types of linear systems for which variational algorithms designed to avoid barren plateaus, such as properly-initialized imaginary time evolution and adiabatic-inspired optimization, suffer from a different plateau problem. To circumvent this issue, we design near-term algorithms based on a core idea: the classical combination of variational quantum states (CQS). We exhibit several provable guarantees for these algorithms, supported by the representation of the linear system on a so-called ansatz tree. The CQS approach and the ansatz tree also admit the systematic application of heuristic approaches, including a gradient-based search. We have conducted numerical experiments solving linear systems as large as 2300 × 2300 by considering cases where we can simulate the quantum algorithm efficiently on a classical computer. Our methods may provide benefits for solving linear systems within the reach of near-term quantum devices. © 2021 The Author(s). Published by IOP Publishing Ltd on behalf of the Institute of Physics and Deutsche Physikalische Gesellschaft",Linear systems; Near-term quantum algorithms; Quantum computing,Evolutionary algorithms; Forestry; Heuristic methods; Linear systems; Optimization; Quantum optics; Institute of Physics; Linear systems of equations; Loss functions; Near-term quantum algorithm; Optimisations; Quantum algorithms; Quantum Computing; Quantum device; Quantum state; Variational algorithms; Quantum computers,,Article
Li K.; Dai H.; Jing F.; Gao M.; Xue B.; Wang P.; Zhang M.,Quantum Algorithms for Solving Linear Regression Equation,2021,Journal of Physics: Conference Series,3,10.1088/1742-6596/1738/1/012063,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101902645&doi=10.1088%2f1742-6596%2f1738%2f1%2f012063&partnerID=40&md5=b826b38f74b94648ca24ccca9485f88f,"Linear regression is one of the most important and common analytical methods in mathematical statistics. The letter studies a general model of linear regression problem based on least squares method, and investigates the impact of quantum algorithms on the time complexity of solving linear regression problem when quantum algorithms can be implemented on quantum computers. With the help of the general model of linear regression problem in terms of least squares method, we propose a novel simplified quantum scheme for solving linear regression equation based on the sparsity-independent quantum singular value estimation algorithm. For a linear regression equation with dimension n, our scheme can reduce the time complexity from O(Nn 2) to O(N logN) when both the condition number K of related matrices and the reciprocal of precision are small in size O(play logN), where m is the dimension of the input u and N is the number of samples. © 2020 Published under licence by IOP Publishing Ltd.",,Complex networks; Least squares approximations; Number theory; Quantum computers; Quantum theory; Statistics; Analytical method; Condition numbers; Least squares methods; Linear regression equation; Linear regression problems; Number of samples; Quantum algorithms; Related matrices; Linear regression,"2020 2nd International Conference on Electronics and Communication, Network and Computer Technology, ECNCT 2020",Conference paper
Desu S.S.T.; Srijith P.K.; Rao M.V.P.; Sivadasan N.,Adiabatic Quantum Feature Selection for Sparse Linear Regression,2021,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),1,10.1007/978-3-030-77980-1_8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111361783&doi=10.1007%2f978-3-030-77980-1_8&partnerID=40&md5=88c30c11d269a9e9c4368d218ad4cea5,"Linear regression is a popular machine learning approach to learn and predict real valued outputs or dependent variables from independent variables or features. In many real world problems, its beneficial to perform sparse linear regression to identify important features helpful in predicting the dependent variable. It not only helps in getting interpretable results but also avoids overfitting when the number of features is large, and the amount of data is small. The most natural way to achieve this is by using ‘best subset selection’ which penalizes non-zero model parameters by adding ℓ0 norm over parameters to the least squares loss. However, this makes the objective function non-convex and intractable even for a small number of features. This paper aims to address the intractability of sparse linear regression with ℓ0 norm using adiabatic quantum computing, a quantum computing paradigm that is particularly useful for solving optimization problems faster. We formulate the ℓ0 optimization problem as a Quadratic Unconstrained Binary Optimization (QUBO) problem and solve it using the D-Wave adiabatic quantum computer. We study and compare the quality of QUBO solution on synthetic and real world datasets. The results demonstrate the effectiveness of the proposed adiabatic quantum computing approach in finding the optimal solution. The QUBO solution matches the optimal solution for a wide range of sparsity penalty values across the datasets. © 2021, Springer Nature Switzerland AG.",Adiabatic quantum computing; Feature selection; Sparse linear regression,Optimal systems; Optimization; Quantum computers; Binary optimization; Dependent variables; Independent variables; Machine learning approaches; Objective functions; Optimization problems; Real-world datasets; Sparse linear regressions; Linear regression,"21st International Conference on Computational Science, ICCS 2021",Conference paper
