Authors,Author full names,Title,Year,Source title,Cited by,Link,Abstract,Author Keywords,Index Keywords,Document Type
Dong N.; Kampffmeyer M.; Voiculescu I.; Xing E.,"Dong, Nanqing (57202814178); Kampffmeyer, Michael (57193029170); Voiculescu, Irina (24554403900); Xing, Eric (57685890100)",Negational symmetry of quantum neural networks for binary pattern classification,2022,Pattern Recognition,1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129342579&doi=10.1016%2fj.patcog.2022.108750&partnerID=40&md5=9b1721d59f67eb74211c6685a9336597,"Although quantum neural networks (QNNs) have shown promising results in solving simple machine learning tasks recently, the behavior of QNNs in binary pattern classification is still underexplored. In this work, we find that QNNs have an Achilles’ heel in binary pattern classification. To illustrate this point, we provide a theoretical insight into the properties of QNNs by presenting and analyzing a new form of symmetry embedded in a family of QNNs with full entanglement, which we term negational symmetry. Due to negational symmetry, QNNs can not differentiate between a quantum binary signal and its negational counterpart. We empirically evaluate the negational symmetry of QNNs in binary pattern classification tasks using Google's quantum computing framework. Both theoretical and experimental results suggest that negational symmetry is a fundamental property of QNNs, which is not shared by classical models. Our findings also imply that negational symmetry is a double-edged sword in practical quantum applications. © 2022 The Author(s)",Binary pattern classification; Deep learning; Quantum machine learning; Representation learning; Symmetry,Quantum computers; Achilles' heel; Binary pattern classification; Binary patterns; Deep learning; Patterns classification; Quantum machine learning; Quantum neural networks; Representation learning; Simple++; Symmetry; Deep learning,Article
Zuliani D.,"Zuliani, Davide (57218672502)",Quantum Machine Learning for b-jet charge identification,2022,Proceedings of Science,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149981770&partnerID=40&md5=50da6229dad0893cd2122d4f45b03fa7,"Machine Learning algorithms are playing a fundamental role in solving High Energy Physics tasks. In particular, the classification of hadronic jets at the Large Hadron Collider is suited for such types of algorithms, and despite the great effort that has been put in place to tackle such a classification task, there is room for improvement. In this context, Quantum Machine Learning is a new methodology that takes advantage of the intrinsic properties of quantum computation (e.g. entanglement between qubits) to possibly improve the performance of a classification task. In this contribution, a new study of Quantum Machine Learning applied to jet identification is presented. Namely, a Variational Quantum Classifier is trained and evaluated on fully simulated data of the LHCb experiment, in order to identify jets containing a hadron formed by a b or (Equation presented) quark at the moment of production. The jet identification performance of the quantum classifier is compared with a Deep Neural Network using the same input features. © Copyright owned by the author(s) under the terms of the Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International License (CC BY-NC-ND 4.0)",,Bosons; Deep neural networks; Learning algorithms; Learning systems; Particle accelerators; Quantum computers; Quantum entanglement; Charge identification; Classification tasks; Hadronic jets; High-energy physics; Large Hadron Collider; Large-hadron colliders; Machine learning algorithms; Machine-learning; Performance; Quantum machines; Hadrons,Conference paper
Jadhav A.; Rasool A.; Gyanchandani M.,"Jadhav, Abhishek (58132028800); Rasool, Akhtar (57219281385); Gyanchandani, Manasi (57193434919)",Quantum Machine Learning: Scope for real-world problems,2022,Procedia Computer Science,4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160213333&doi=10.1016%2fj.procs.2023.01.235&partnerID=40&md5=932c1c46f0516e94e7991bf27b0d44aa,"Quantum computing with its inherent parallelism provides a quantum advantage over classical computing. Its potential to offer breakthrough advances in various areas of science and engineering is foreseen. Machine learning is one of the key areas where the power of quantum computing can be utilized. Though many machine learning algorithms have been successfully developed to solve a variety of problems in the past decades, these algorithms take a long time to train. Also working on today's colossal datasets makes these algorithms computationally intensive. Quantum machine learning by utilizing the concepts of superposition and entanglement promises a solution to this problem. Quantum machine learning algorithms are in surface for the past few years and majority of the current research has dealt with the two machine learning problems namely classification and clustering. In this paper, a brief review of the recent techniques and algorithms of quantum machine learning and its scope in solving real world problems is studied. © 2022 Elsevier B.V.. All rights reserved.",Quantum algorithms; Quantum machine learning; Quantum subroutines,Clustering algorithms; Learning algorithms; Learning systems; Machine learning; Qubits; Classical computing; Inherent parallelism; Machine learning algorithms; Machine-learning; Quantum algorithms; Quantum Computing; Quantum machine learning; Quantum machines; Quantum subroutine; Real-world problem; Quantum entanglement,Conference paper
Bhatt A.; Alam T.; Rane K.P.; Nandal R.; Malik M.; Neware R.; Goel S.,"Bhatt, Abhishek (57224744388); Alam, Tanweer (57189067051); Rane, Kantilal Pitambar (36500401400); Nandal, Rainu (57192394559); Malik, Meenakshi (57297884300); Neware, Rahul (57205626967); Goel, Samiksha (35752892800)",Quantum-inspired meta-heuristic algorithms with deep learning for facial expression recognition under varying yaw angles,2022,International Journal of Modern Physics C,2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118510657&doi=10.1142%2fS0129183122500450&partnerID=40&md5=cc798416f6552c5de8546cf411634329,"In recent years, the increasing human-computer interaction has spurred the interest of researchers towards facial expression recognition to determine the expressive changes in human beings. The detection of relevant features that describe the expressions of different individuals is vital to describe human expressions accurately. The present work has employed the integrated concept of Local Binary Pattern and Histogram of Gradient for facial feature extraction. The major contribution of the paper is the optimization of the extracted features using quantum-inspired meta-heuristic algorithms of QGA (Quantum-Inspired Genetic Algorithm), QGSA (Quantum-Inspired Gravitational Search Algorithm), QPSO (Quantum-Inspired Particle Swarm Optimization), and QFA (Quantum-Inspired Firefly Algorithm). These quantum-inspired meta-heuristic algorithms utilize the attributes of quantum computing that ensure the adequate control of facial feature diversity with quantum measures and Q-bit superstition states. The optimized features are fed to the deep learning (DL) variant deep convolutional neural network added with residual blocks (DCNN-R) for the classification of expressions. The facial expressions are detected for the KDEF and RaFD datasets under varying yaw angles of -90, -45, 0, 45, and 90. The detection of facial expressions with varying angles is also a crucial contribution, as the features decrease with the increasing yaw angle movement of the face. The experimental evaluations demonstrate the superior performance of the QFA than other algorithms for feature optimization and hence the better classification of facial expressions.  © 2022 World Scientific Publishing Company.",deep convolutional neural network; deep learning; facial expression recognition; genetic algorithm; meta-heuristic; quantum computing; Quantum mechanics,,Article
Chang S.Y.; Saux B.L.; Vallecorsa S.; Grossi M.,"Chang, Su Yeon (57221138283); Saux, Bertrand Le (6506307016); Vallecorsa, Sofia (35228122400); Grossi, Michele (57203555059)",Quantum Convolutional Circuits for Earth Observation Image Classification,2022,International Geoscience and Remote Sensing Symposium (IGARSS),0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140409461&doi=10.1109%2fIGARSS46834.2022.9883992&partnerID=40&md5=103a1e7068580329e75978845648495e,"The amount of study on Quantum Machine Learning (QML) is increasing extensively due to its potential advantages in terms of representational power and computational resources. These advances suggest a possibility to extend its usage into the context of Earth Observations, where Machine Learning (ML) plays an important role due to its extensive amount of data to be manipulated. This paper presents our preliminary results of binary quantum classifiers, which consist of Quantum Convolutional Neural Networks (QCNNs), applied on Earth Observation datasets, EuroSAT and SAT4, with classically-reduced features. Especially, we compare the performance of different data embedding techniques and quantum circuits for binary classification tasks. © 2022 IEEE.",,Classification (of information); Convolution; Convolutional neural networks; Machine learning; Observatories; Timing circuits; Computational resources; Convolutional neural network; Data embedding; Earth observation images; Earth observations; Images classification; Machine-learning; Performance; Power resources; Quantum machines; Image classification,Conference paper
Sajjan M.; Li J.; Selvarajan R.; Sureshbabu S.H.; Kale S.S.; Gupta R.; Singh V.; Kais S.,"Sajjan, Manas (55915089800); Li, Junxu (57210714971); Selvarajan, Raja (57219742151); Sureshbabu, Shree Hari (57219694641); Kale, Sumit Suresh (57219789869); Gupta, Rishabh (57221141696); Singh, Vinit (57690289100); Kais, Sabre (7003797867)",Quantum machine learning for chemistry and physics,2022,Chemical Society Reviews,23,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135501667&doi=10.1039%2fd2cs00203e&partnerID=40&md5=1c817df36940ff744c285e2f3163b9e5,"Machine learning (ML) has emerged as a formidable force for identifying hidden but pertinent patterns within a given data set with the objective of subsequent generation of automated predictive behavior. In recent years, it is safe to conclude that ML and its close cousin, deep learning (DL), have ushered in unprecedented developments in all areas of physical sciences, especially chemistry. Not only classical variants of ML, even those trainable on near-term quantum hardwares have been developed with promising outcomes. Such algorithms have revolutionized materials design and performance of photovoltaics, electronic structure calculations of ground and excited states of correlated matter, computation of force-fields and potential energy surfaces informing chemical reaction dynamics, reactivity inspired rational strategies of drug designing and even classification of phases of matter with accurate identification of emergent criticality. In this review we shall explicate a subset of such topics and delineate the contributions made by both classical and quantum computing enhanced machine learning algorithms over the past few years. We shall not only present a brief overview of the well-known techniques but also highlight their learning strategies using statistical physical insight. The objective of the review is not only to foster exposition of the aforesaid techniques but also to empower and promote cross-pollination among future research in all areas of chemistry which can benefit from ML and in turn can potentially accelerate the growth of such algorithms. © 2022 The Royal Society of Chemistry.",,Algorithms; Computing Methodologies; Machine Learning; Quantum Theory; Electronic structure; Learning algorithms; Potential energy; Quantum chemistry; Quantum computers; Surface reactions; Data set; Electronic structure calculations; Excited-states; Machine-learning; Material performance; Materials design; Photovoltaics; Physical science; Predictive behaviors; Quantum machines; algorithm; computer analysis; machine learning; quantum theory; Deep learning,Review
Eluri N.R.; Kancharla G.R.; Dara S.; Dondeti V.,"Eluri, Nageswara Rao (57205631663); Kancharla, Gangadhara Rao (57214154282); Dara, Suresh (55488567900); Dondeti, Venkatesulu (57210283829)",Cancer data classification by quantum-inspired immune clone optimization-based optimal feature selection using gene expression data: deep learning approach,2022,Data Technologies and Applications,3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115735805&doi=10.1108%2fDTA-05-2020-0109&partnerID=40&md5=7797ac9806c94869f2e05804bdb9c617,"Purpose: Gene selection is considered as the fundamental process in the bioinformatics field. The existing methodologies pertain to cancer classification are mostly clinical basis, and its diagnosis capability is limited. Nowadays, the significant problems of cancer diagnosis are solved by the utilization of gene expression data. The researchers have been introducing many possibilities to diagnose cancer appropriately and effectively. This paper aims to develop the cancer data classification using gene expression data. Design/methodology/approach: The proposed classification model involves three main phases: “(1) Feature extraction, (2) Optimal Feature Selection and (3) Classification”. Initially, five benchmark gene expression datasets are collected. From the collected gene expression data, the feature extraction is performed. To diminish the length of the feature vectors, optimal feature selection is performed, for which a new meta-heuristic algorithm termed as quantum-inspired immune clone optimization algorithm (QICO) is used. Once the relevant features are selected, the classification is performed by a deep learning model called recurrent neural network (RNN). Finally, the experimental analysis reveals that the proposed QICO-based feature selection model outperforms the other heuristic-based feature selection and optimized RNN outperforms the other machine learning methods. Findings: The proposed QICO-RNN is acquiring the best outcomes at any learning percentage. On considering the learning percentage 85, the accuracy of the proposed QICO-RNN was 3.2% excellent than RNN, 4.3% excellent than RF, 3.8% excellent than NB and 2.1% excellent than KNN for Dataset 1. For Dataset 2, at learning percentage 35, the accuracy of the proposed QICO-RNN was 13.3% exclusive than RNN, 8.9% exclusive than RF and 14.8% exclusive than NB and KNN. Hence, the developed QICO algorithm is performing well in classifying the cancer data using gene expression data accurately. Originality/value: This paper introduces a new optimal feature selection model using QICO and QICO-based RNN for effective classification of cancer data using gene expression data. This is the first work that utilizes an optimal feature selection model using QICO and QICO-RNN for effective classification of cancer data using gene expression data. © 2021, Emerald Publishing Limited.",Cancer classification; Gene expression data; Optimal feature selection; Quantum-inspired immune clone optimization algorithm; Recurrent neural network; Statistical feature extraction,Cloning; Computer aided diagnosis; Diseases; Feature Selection; Gene expression; Heuristic algorithms; Heuristic methods; Learning algorithms; Learning systems; Optimization; Recurrent neural networks; Cancer classification; Cancer data; Data classification; Gene Expression Data; Immune clone optimizations; Optimal feature selections; Optimization algorithms; Quantum-inspired immune clone optimization algorithm; Selection model; Statistical feature extractions; Classification (of information),Article
Petaitiemthong N.; Auephanwiriyakul S.; Theera-Umpon N.; Kongpun C.,"Petaitiemthong, Natchapon (57216694671); Auephanwiriyakul, Sansanee (6602733151); Theera-Umpon, Nipon (57196217102); Kongpun, Chatpat (56275763700)",Dental Fluorosis Segmentation Using Enhanced Quantum-Inspired Fuzzy Clustering Algorithm,2022,"ITC-CSCC 2022 - 37th International Technical Conference on Circuits/Systems, Computers and Communications",0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140610112&doi=10.1109%2fITC-CSCC55581.2022.9894942&partnerID=40&md5=bcbd73c28b054c3ce51a97da6b4d5f75,"Dental fluorosis is occurred when there is a highly exposure to high concentration of fluoride in the teeth development stage. This phenomenon occurs in many parts of the world. To help the health policy makers developing the prevention and treatment plans, a manual or automatic image-based dental fluorosis classification system is needed. However, to develop a good classification system, a well-segmented dental image is also needed. In this paper, we developed a system that can segment dental digital images using the enhanced quantum-inspired fuzzy c-means clustering (EQIE-FCM). The segmentation result shows that the system can yield a reasonable segmentation.  © 2022 IEEE.",Dental fluorosis; Fuzzy C-Means algorithm; Multi-prototypes; Quantum-inspired Clustering,Clustering algorithms; Copying; Fluorine compounds; Fuzzy clustering; Image classification; Image segmentation; Classification system; Clusterings; Dental fluorosis; Development stages; Fuzzy C-mean algorithm; Fuzzy clustering algorithm; Health policy; Multi-prototype; Policy makers; Quantum-inspired clustering; Image enhancement,Conference paper
Moussa C.; van Rijn J.N.; Bäck T.; Dunjko V.,"Moussa, Charles (57208178336); van Rijn, Jan N. (56347016200); Bäck, Thomas (57203312747); Dunjko, Vedran (54408358500)",Hyperparameter Importance of Quantum Neural Networks Across Small Datasets,2022,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142704383&doi=10.1007%2f978-3-031-18840-4_3&partnerID=40&md5=95d4739b35c16013b94f9498cf31a489,"As restricted quantum computers are slowly becoming a reality, the search for meaningful first applications intensifies. In this domain, one of the more investigated approaches is the use of a special type of quantum circuit – a so-called quantum neural network – to serve as a basis for a machine learning model. Roughly speaking, as the name suggests, a quantum neural network can play a similar role to a neural network. However, specifically for applications in machine learning contexts, very little is known about suitable circuit architectures, or model hyperparameters one should use to achieve good learning performance. In this work, we apply the functional ANOVA framework to quantum neural networks to analyze which of the hyperparameters were most influential for their predictive performance. We analyze one of the most typically used quantum neural network architectures. We then apply this to 7 open-source datasets from the OpenML-CC18 classification benchmark whose number of features is small enough to fit on quantum hardware with less than 20 qubits. Three main levels of importance were detected from the ranking of hyperparameters obtained with functional ANOVA. Our experiment both confirmed expected patterns and revealed new insights. For instance, setting well the learning rate is deemed the most critical hyperparameter in terms of marginal contribution on all datasets, whereas the particular choice of entangling gates used is considered the least important except on one dataset. This work introduces new methodologies to study quantum machine learning models and provides new insights toward quantum model selection. © 2022, The Author(s), under exclusive license to Springer Nature Switzerland AG.",Hyperparameter importance; Quantum machine learning; Quantum neural networks,Analysis of variance (ANOVA); Classification (of information); Network architecture; Qubits; Functional ANOVA; Hyper-parameter; Hyperparameter importance; Machine learning models; Machine-learning; Quanta computers; Quantum machine learning; Quantum machines; Quantum neural networks; Small data set; Machine learning,Conference paper
Chen S.Y.-C.; Wei T.-C.; Zhang C.; Yu H.; Yoo S.,"Chen, Samuel Yen-Chi (57218546572); Wei, Tzu-Chieh (7202663932); Zhang, Chao (56373755700); Yu, Haiwang (55504071500); Yoo, Shinjae (24475682400)",Quantum convolutional neural networks for high energy physics data analysis,2022,Physical Review Research,16,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128417015&doi=10.1103%2fPhysRevResearch.4.013231&partnerID=40&md5=132ebac93018451cc0f27db12e3eb629,"This paper presents a quantum convolutional neural network (QCNN) for the classification of high energy physics events. The proposed model is tested using a simulated dataset from the Deep Underground Neutrino Experiment. The proposed quantum architecture demonstrates an advantage of learning faster than the classical convolutional neural networks (CNNs) under a similar number of parameters. In addition to the faster convergence, the QCNN achieves a greater test accuracy compared to CNNs. Based on our results from numerical simulations, it is a promising direction to apply QCNN and other quantum machine learning models to high energy physics and other scientific fields.  © 2022 authors. Published by the American Physical Society. Published by the American Physical Society under the terms of the Creative Commons Attribution 4.0 International license. Further distribution of this work must maintain attribution to the author(s) and the published article's title, journal citation, and DOI.",,Convolution; High energy physics; Convolutional neural network; Fast convergence; High-energy physics; Machine learning models; Neutrino experiments; Quantum architecture; Scientific fields; Similar numbers; Simulated datasets; Test accuracy; Convolutional neural networks,Article
Li Z.; Hou Y.; Tian T.; Pan T.,"Li, Zan (57388877700); Hou, Yuexian (7402198932); Tian, Tian (57388797400); Pan, Tingsan (57388399100)",An Enhanced Quantum-inspired Neural Network for Complex-valued Text Representation Learning,2022,Proceedings of the International Joint Conference on Neural Networks,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140798524&doi=10.1109%2fIJCNN55064.2022.9892623&partnerID=40&md5=382fb729fb80790ac3621e98c60d7598,"The performance of Feedforward Neural Networks (FNNs) in specific application areas is often higher than the upper limit allowed by (classical) theory, and therefore is called 'Alchemy', that is, the lack of interpretability of FNNs. In this paper, based on the Quantum Weak Measurement theory (QWM), we propose an interpretable network with complex-valued representation to deal with the insufficient interpretability of FNNs and the Semantic Interpretability of Complex Numbers (SICN) from a novel perspective. For the specific role of complex-valued representation in capturing semantic information, we give an in-depth analysis that the real and imaginary parts of complex numbers can simultaneously represent two different types of complementary information. Finally, we propose a QWM inspired interpretable Network for text representation learning (i.e., QWMN) and implement two frameworks for Question Answering (QWMN-QA) and Text Classification (QWMN-TC) respectively. Experimental results prove the feasibility, effectiveness of QWMN. © 2022 IEEE.",complex-valued neural network; quantum theory; representation learning,Classification (of information); Complex networks; Feedforward neural networks; Semantics; Text processing; Application area; Complex number; Complex-valued; Complex-valued neural networks; Interpretability; Performance; Quantum inspired neural networks; Representation learning; Text representation; Weak measurements; Quantum theory,Conference paper
Liang Z.; Wang H.; Cheng J.; Ding Y.; Ren H.; Gao Z.; Hu Z.; Boning D.S.; Qian X.; Han S.; Jiang W.; Shi Y.,"Liang, Zhiding (57264469600); Wang, Hanrui (57204286223); Cheng, Jinglei (57205431671); Ding, Yongshan (57204511662); Ren, Hang (57609710000); Gao, Zhengqi (57205503263); Hu, Zhirui (57804567500); Boning, Duane S. (7005065729); Qian, Xuehai (57194286286); Han, Song (56697675800); Jiang, Weiwen (56373101100); Shi, Yiyu (14039399200)",Variational Quantum Pulse Learning,2022,"Proceedings - 2022 IEEE International Conference on Quantum Computing and Engineering, QCE 2022",4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143630265&doi=10.1109%2fQCE53715.2022.00078&partnerID=40&md5=c217f580e99507431153cc718fa36f43,"Quantum computing is among the most promising emerging techniques to solve problems that are computationally intractable on classical hardware. A large body of existing works focus on using variational quantum algorithms on the gate level for machine learning tasks, such as the variational quantum circuit (VQC). However, VQC has limited flexibility and expressibility due to limited number of parameters, e.g. only one parameter can be trained in one rotation gate. On the other hand, we observe that quantum pulses are lower than quantum gates in the stack of quantum computing and offers more control parameters. Inspired by the promising performance of VQC, in this paper we propose variational quantum pulses (VQP), a novel paradigm to directly train quantum pulses for learning tasks. The proposed method manipulates variational quantum pulses by pulling and pushing the amplitudes of pulses in an optimization framework. Similar to variational quantum algorithms, our framework to train pulses maintains the robustness to noise on Noisy Intermediate-Scale Quantum (NISQ) computers. In an example task of binary classification, VQP learning achieves up to 11% and 9% higher accuracy compared with VQC learning on the qiskit pulse simulators (with system model from real machine) and ibmq-jarkata, respectively, demonstrating its effectiveness and feasibility. Stability for VQP to obtain reliable results has also been verified in the presence of noise.  © 2022 IEEE.",Quantum Computing; Quantum Machine Learning; Quantum Optimal Control; Variational Quantum Circuit; Variational Quantum Pulse,Learning algorithms; Learning systems; Quantum computers; Quantum theory; Timing circuits; Learning tasks; Machine-learning; Quantum algorithms; Quantum circuit; Quantum Computing; Quantum machine learning; Quantum machines; Quantum optimal controls; Variational quantum circuit; Variational quantum pulse; Machine learning,Conference paper
Barzen J.,"Barzen, Johanna (55650592400)",From digital humanities to quantum humanities: Potentials and applications,2022,"Quantum Computing in the Arts and Humanities: An Introduction to Core Concepts, Theory and Applications",1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85158914553&doi=10.1007%2f978-3-030-95538-0_1&partnerID=40&md5=9515f338a8d692425cbf7d6921b1688d,"Quantum computers are becoming real. Therefore, it is promising to use their potentials in different application areas, which includes research in the humanities. Due to an increasing amount of data that needs to be processed in the digital humanities the use of quantum computers can contribute to this research area. To give an impression on how beneficial such involvement of quantum computers can be when analysing data from the humanities, a use case from the media science is presented. Therefore, both the theoretical basis and the tooling support for analysing the data from our digital humanities project MUSE is described. This includes a data analysis pipeline, containing e.g. various approaches for data preparation, feature engineering, clustering, and classification where several steps can be realized classically, but also supported by quantum computers. © Springer Nature Switzerland AG 2022.",Artificial neural networks; Data analysis; Digital humanities; Machine learning; Pattern languages; Quantum computing; Quantum humanities; Quantum machine learning,,Book chapter
Li M.; Zhang H.; Fan L.; Han Z.,"Li, Mingze (58061064300); Zhang, Hongliang (56907953500); Fan, Lei (56063623200); Han, Zhu (55767186700)",A Quantum Feature Selection Method for Network Intrusion Detection,2022,"Proceedings - 2022 IEEE 19th International Conference on Mobile Ad Hoc and Smart Systems, MASS 2022",0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146110555&doi=10.1109%2fMASS56207.2022.00048&partnerID=40&md5=2ded4139fe608e22d0e6f18aa82fafa5,"Feature selection (FS) approaches rank features based on the score of the coefficients with labels. However, these selected features usually lead to a suboptimal solution to classification problems as they are selected independently. Moreover, with large dimensional feature sets, the computational complexity of FS algorithms can be prohibitively high. In this paper, we first formulate the feature selection problem as an integer programming model. Then we propose to utilize the strong computation ability of quantum annealers to solve the discrete integer programming problems, where the quantum annealer has the potential to be significantly faster than classical solvers to solve discrete optimization problems. We also design a wrapper algorithm to choose the optimal parameters of QUBO. Experiments show that our proposed strategy can select the representative features in the NSL-KDD dataset. Compared with HHO, WOA, PSO, and other algorithms, our strategy retains the least features to minimize the detection time, while the accuracy increase to 89.2%. Our algorithm also shows a good performance in computation time, detection rate and precision. © 2022 IEEE.",feature selection; Quantum annealing; quantum machine learning; QUBO,Computational complexity; Integer programming; Intrusion detection; Particle swarm optimization (PSO); Feature selection methods; Feature-based; Features selection; Machine-learning; Network intrusion detection; Quantum annealing; Quantum features; Quantum machine learning; Quantum machines; QUBO; Feature Selection,Conference paper
Amin J.; Sharif M.; Haldorai A.; Yasmin M.; Nayak R.S.,"Amin, Javaria (57192939275); Sharif, Muhammad (57549289700); Haldorai, Anandakumar (56230218900); Yasmin, Mussarat (55243255400); Nayak, Ramesh Sundar (57188556681)",Brain tumor detection and classification using machine learning: a comprehensive survey,2022,Complex and Intelligent Systems,58,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133904013&doi=10.1007%2fs40747-021-00563-y&partnerID=40&md5=ab9af4628349bdad70bf8d5e270e1b8e,"Brain tumor occurs owing to uncontrolled and rapid growth of cells. If not treated at an initial phase, it may lead to death. Despite many significant efforts and promising outcomes in this domain, accurate segmentation and classification remain a challenging task. A major challenge for brain tumor detection arises from the variations in tumor location, shape, and size. The objective of this survey is to deliver a comprehensive literature on brain tumor detection through magnetic resonance imaging to help the researchers. This survey covered the anatomy of brain tumors, publicly available datasets, enhancement techniques, segmentation, feature extraction, classification, and deep learning, transfer learning and quantum machine learning for brain tumors analysis. Finally, this survey provides all important literature for the detection of brain tumors with their advantages, limitations, developments, and future trends. © 2021, The Author(s).",Brain imaging modalities; Feature extraction; MRI; Segmentation; Stroke,,Article
Jing Y.; Li X.; Yang Y.; Wu C.; Fu W.; Hu W.; Li Y.; Xu H.,"Jing, Yu (57226736091); Li, Xiaogang (57226754287); Yang, Yang (57224743934); Wu, Chonghang (57226744229); Fu, Wenbing (57226736942); Hu, Wei (57224740234); Li, Yuanyuan (56104508700); Xu, Hua (57224734138)",RGB image classification with quantum convolutional ansatz,2022,Quantum Information Processing,6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125460342&doi=10.1007%2fs11128-022-03442-8&partnerID=40&md5=03f4ea106443804787a8e33854d8b897,"With the rapid growth of qubit numbers and coherence times in quantum hardware technology, implementing shallow neural networks on the so-called Noisy Intermediate-Scale Quantum (NISQ) devices has attracted a lot of interest. Many quantum (convolutional) circuit ansaetze are proposed for grayscale images classification tasks with promising empirical results. However, when applying these ansaetze on RGB images, the intra-channel information that is useful for vision tasks is not extracted effectively. In this paper, we propose two types of quantum circuit ansaetze to simulate convolution operations on RGB images, which differ in the way how inter-channel and intra-channel information is extracted. To the best of our knowledge, this is the first work of a quantum convolutional circuit to deal with RGB images effectively, with a higher test accuracy compared to the purely classical CNNs. We also investigate the relationship between the size of quantum circuit ansatz and the learnability of the hybrid quantum–classical convolutional neural network. Through experiments based on CIFAR-10 and MNIST datasets, we demonstrate that a larger size of the quantum circuit ansatz improves predictive performance in multiclass classification tasks, providing useful insights for near term quantum algorithm developments. © 2022, The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature.",QCNN; Quantum computing; Quantum machine learning,Classification (of information); Convolutional neural networks; Image classification; Machine learning; Qubits; Channel information; Classification tasks; Coherence time; Images classification; QCNN; Quantum circuit; Quantum Computing; Quantum machine learning; Rapid growth; RGB images; Convolution,Article
Xu L.; Zhang X.-Y.; Liang J.-M.; Wang J.; Li M.; Jian L.; Shen S.-Q.,"Xu, Li (57221416117); Zhang, Xiao-Yu (57734319400); Liang, Jin-Min (57225877025); Wang, Jing (55966664200); Li, Ming (56942692300); Jian, Ling (26026979400); Shen, Shu-Qian (7403431406)",Variational quantum support vector machine based on Hadamard test,2022,Communications in Theoretical Physics,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131690806&doi=10.1088%2f1572-9494%2fac6358&partnerID=40&md5=2c118cac0c6edea0722aa5ee364c38ed,"Classical machine learning algorithms seem to be totally incapable of processing tremendous amounts of data, while quantum machine learning algorithms could deal with big data with ease and provide exponential acceleration over classical counterparts. Meanwhile, variational quantum algorithms are widely proposed to solve relevant computational problems on noisy, intermediate-scale quantum devices. In this paper, we apply variational quantum algorithms to quantum support vector machines and demonstrate a proof-of-principle numerical experiment of this algorithm. In addition, in the classification stage, fewer qubits, shorter circuit depth, and simpler measurement requirements show its superiority over the former algorithms.  © 2022 Institute of Theoretical Physics CAS, Chinese Physical Society and IOP Publishing.",Hadamard test; quantum support vector machine; variational quantum algorithm,,Article
Bhadola P.; Gupta Y.M.,"Bhadola, Pradeep (36611195600); Gupta, Yash Munnalal (57306557100)",Classifying DNA barcode sequences of four insects belonging to Orthoptera order using tensor network,2022,Agriculture and Natural Resources,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139108861&doi=10.34044%2fJ.ANRES.2022.56.4.05&partnerID=40&md5=a59920d7740c82a4ada2e6ab90d21c75,"Importance of the work: Orthoptera species are one of the most rapidly increasing groups of insects being used as food and feed. However, identifying edible insects can be difficult due to their small size and the similar morphological features in closely related species. Therefore, classification of insects is often conducted by amplifying their DNA barcode sequence and comparing it with databases containing reference sequences. However, the absence of reference DNA sequences (such as cytochrome c oxidase subunit I (COI)) may confound predictions of the taxonomic community of interest and make it difficult to characterize biodiversity from DNA samples. Objective: To develop a quantum-inspired tensor network-based machine-learning model to categorize COI sequences for four insects belonging to the Orthoptera order. Materials & Methods: For alignment-free classification, each DNA barcode was represented as a tensor product of k-mers encoded in a D-dimensional space, which acts as the feature map and input for a tensor network layer for the classification. The developed model was tested with two different numbers of tensor units as well as different k-mer sizes. Results: The presented model was effective for making accurate predictions for unseen DNA barcodes and can be generalized for any DNA/RNA sequence categorization. The tensor network classifier could assign COI sequences of varying lengths to four different classes with an accuracy greater than 99% and with fewer hyper-parameters. Main finding: The developed model is free and publicly available through GitHub: https://github.com/yashmgupta/DNA-barcode-sequence-classification. © 2022 Elsevier B.V.. All rights reserved.",Cytochrome c oxidase subunit I (COI); DNA barcode; Machine learning; Matrix product states (MPS); Tensor network,,Article
